test_pack,#iter,time,turn,pass,all_iter,all_time,clock_per_sec
1PC,955,1.904,1000,1000,1000000,-1915.27,1000
1PC,956,1.887,1000,1000,1000000,-1915.27,1000
1PC,957,1.872,1000,1000,1000000,-1915.27,1000
1PC,958,1.88,1000,1000,1000000,-1915.27,1000
1PC,959,1.896,1000,1000,1000000,-1915.27,1000
1PC,960,1.889,1000,1000,1000000,-1915.27,1000
1PC,961,1.898,1000,1000,1000000,-1915.27,1000
1PC,962,1.881,1000,1000,1000000,-1915.27,1000
1PC,963,1.896,1000,1000,1000000,-1915.27,1000
1PC,964,1.891,1000,1000,1000000,-1915.27,1000
1PC,965,1.914,1000,1000,1000000,-1915.27,1000
1PC,966,1.865,1000,1000,1000000,-1915.27,1000
1PC,967,1.89,1000,1000,1000000,-1915.27,1000
1PC,968,1.884,1000,1000,1000000,-1915.27,1000
1PC,969,1.872,1000,1000,1000000,-1915.27,1000
1PC,970,1.875,1000,1000,1000000,-1915.27,1000
1PC,971,1.899,1000,1000,1000000,-1915.27,1000
1PC,972,1.871,1000,1000,1000000,-1915.27,1000
1PC,973,1.871,1000,1000,1000000,-1915.27,1000
1PC,974,1.922,1000,1000,1000000,-1915.27,1000
1PC,975,1.866,1000,1000,1000000,-1915.27,1000
1PC,976,1.919,1000,1000,1000000,-1915.27,1000
1PC,977,1.938,1000,1000,1000000,-1915.27,1000
1PC,978,1.921,1000,1000,1000000,-1915.27,1000
1PC,979,1.914,1000,1000,1000000,-1915.27,1000
1PC,980,1.915,1000,1000,1000000,-1915.27,1000
1PC,981,1.916,1000,1000,1000000,-1915.27,1000
1PC,982,1.958,1000,1000,1000000,-1915.27,1000
1PC,983,1.906,1000,1000,1000000,-1915.27,1000
1PC,984,1.92,1000,1000,1000000,-1915.27,1000
1PC,985,1.92,1000,1000,1000000,-1915.27,1000
1PC,986,1.919,1000,1000,1000000,-1915.27,1000
1PC,987,1.923,1000,1000,1000000,-1915.27,1000
1PC,988,1.909,1000,1000,1000000,-1915.27,1000
1PC,989,1.955,1000,1000,1000000,-1915.27,1000
1PC,990,1.986,1000,1000,1000000,-1915.27,1000
1PC,991,1.977,1000,1000,1000000,-1915.27,1000
1PC,992,1.931,1000,1000,1000000,-1915.27,1000
1PC,993,1.917,1000,1000,1000000,-1915.27,1000
1PC,994,1.934,1000,1000,1000000,-1915.27,1000
1PC,995,1.915,1000,1000,1000000,-1915.27,1000
1PC,996,1.922,1000,1000,1000000,-1915.27,1000
1PC,997,1.919,1000,1000,1000000,-1915.27,1000
1PC,998,1.922,1000,1000,1000000,-1915.27,1000
1PC,999,1.915,1000,1000,1000000,-1915.27,1000
