time
0.271
0.247
0.265
0.265
0.277
0.274
0.268
0.251
0.267
0.271
0.262
0.244
0.258
0.262
0.273
0.244
0.257
0.251
0.25
0.247
0.258
0.267
0.239
0.258
0.253
0.277
0.264
0.279
0.226
0.267
0.265
0.25
0.273
0.245
0.261
0.261
0.269
0.256
0.27
0.258
0.249
0.263
0.241
0.276
0.266
0.256
0.248
0.266
0.268
0.27
0.255
0.236
0.26
0.247
0.27
0.265
0.248
0.266
0.267
0.269
0.268
0.247
0.257
0.251
0.267
0.262
0.258
0.256
0.271
0.255
0.267
0.286
0.261
0.244
0.27
0.272
0.266
0.254
0.271
0.257
0.249
0.274
0.26
0.263
0.26
0.271
0.254
0.266
0.249
0.265
0.26
0.265
0.261
0.268
0.269
0.26
0.256
0.27
0.26
0.269
0.254
0.262
0.252
0.271
0.255
0.258
0.264
0.251
0.262
0.266
0.238
0.262
0.249
0.269
0.272
0.27
0.25
0.266
0.253
0.258
0.274
0.241
0.263
0.251
0.27
0.273
0.267
0.272
0.265
0.261
0.277
0.251
0.262
0.267
0.266
0.251
0.275
0.268
0.271
0.266
0.255
0.266
0.26
0.265
0.241
0.266
0.257
0.278
0.261
0.249
0.266
0.271
0.267
0.272
0.261
0.259
0.241
0.273
0.247
0.273
0.262
0.268
0.251
0.27
0.272
0.262
0.267
0.268
0.251
0.251
0.244
0.253
0.246
0.27
0.252
0.266
0.259
0.246
0.264
0.272
0.26
0.264
0.259
0.225
0.268
0.256
0.265
0.258
0.265
0.244
0.28
0.26
0.264
0.246
0.264
0.266
0.271
0.277
0.251
0.256
0.273
0.248
0.268
0.261
0.271
0.251
0.258
0.266
0.259
0.25
0.258
0.273
0.264
0.241
0.267
0.26
0.247
0.279
0.266
0.247
0.244
0.261
